0.000000000000000000e+00,1.173242529372709032e+04
3.333333333333333287e-02,2.073489755976978995e+04
6.666666666666666574e-02,1.499686282840014246e+04
1.000000000000000056e-01,1.952325485215469598e+04
1.333333333333333315e-01,1.829369566390423279e+04
1.666666666666666574e-01,1.893904698794209253e+04
2.000000000000000111e-01,1.915350553210203361e+04
2.333333333333333370e-01,1.858447738718657274e+04
2.666666666666666630e-01,1.924276145343007738e+04
2.999999999999999889e-01,1.903196998263078422e+04
3.333333333333333148e-01,1.953892730213123650e+04
3.666666666666666408e-01,1.947849541020162360e+04
4.000000000000000222e-01,1.966665100592103772e+04
4.333333333333333481e-01,1.977422796081099295e+04
4.666666666666666741e-01,1.972338711464724838e+04
5.000000000000000000e-01,1.954877129842215436e+04
5.333333333333333259e-01,2.028478941851333730e+04
5.666666666666666519e-01,1.980089704592950147e+04
5.999999999999999778e-01,1.984283231011815951e+04
6.333333333333333037e-01,1.976294755593305308e+04
6.666666666666666297e-01,1.948744663162663346e+04
6.999999999999999556e-01,1.970767659953418479e+04
7.333333333333332815e-01,1.947972082041704198e+04
7.666666666666666075e-01,1.943013585531512217e+04
8.000000000000000444e-01,1.919973451822311836e+04
8.333333333333333703e-01,1.892501818491563608e+04
8.666666666666666963e-01,1.871619566931881855e+04
9.000000000000000222e-01,1.844881086765416330e+04
9.333333333333333481e-01,1.838652838347856232e+04
9.666666666666666741e-01,1.800658317115929458e+04
1.000000000000000000e+00,1.814662710238341242e+04
1.033333333333333215e+00,1.787902559741556252e+04
1.066666666666666652e+00,1.769035081981598341e+04
1.100000000000000089e+00,1.727717712830733944e+04
1.133333333333333304e+00,1.738814353614335778e+04
1.166666666666666741e+00,1.621321607285581740e+04
1.199999999999999956e+00,1.641987575703537368e+04
1.233333333333333393e+00,1.675919291188617717e+04
1.266666666666666607e+00,1.659485725654270209e+04
1.300000000000000044e+00,1.720727591567891432e+04
1.333333333333333259e+00,1.652710219106935983e+04
1.366666666666666696e+00,1.653443229923524996e+04
1.399999999999999911e+00,1.640263222182423124e+04
1.433333333333333348e+00,1.575774771184894053e+04
1.466666666666666563e+00,1.591148309037391300e+04
1.500000000000000000e+00,1.618396070327745110e+04
1.533333333333333215e+00,1.608012621873099124e+04
1.566666666666666652e+00,1.662095178566347386e+04
1.600000000000000089e+00,1.681209360387342531e+04
1.633333333333333304e+00,1.673899337657704382e+04
1.666666666666666741e+00,1.697807838892250948e+04
1.699999999999999956e+00,1.695420192512695212e+04
1.733333333333333393e+00,1.716804909855112055e+04
1.766666666666666607e+00,1.766623389391396995e+04
1.800000000000000044e+00,1.761048047755206062e+04
1.833333333333333259e+00,1.747487722933889017e+04
1.866666666666666696e+00,1.787718558153853883e+04
1.899999999999999911e+00,1.782710045136509143e+04
1.933333333333333348e+00,1.812190207123720029e+04
1.966666666666666563e+00,1.833472096538826736e+04
2.000000000000000000e+00,1.763682700215190198e+04
2.033333333333333215e+00,2.043716090125983101e+04
2.066666666666666430e+00,2.033659070436102411e+04
2.100000000000000089e+00,1.481359533777703109e+04
2.133333333333333304e+00,2.166644750000000204e+04
2.166666666666666519e+00,1.938287460937689320e+04
2.200000000000000178e+00,1.477003480190530900e+04
2.233333333333333393e+00,2.166644750000000204e+04
2.266666666666666607e+00,1.851727163052570904e+04
2.299999999999999822e+00,9.493823814079922158e+03
2.333333333333333481e+00,2.166644750000000204e+04
2.366666666666666696e+00,1.917601507384923025e+04
2.399999999999999911e+00,1.051450909369913461e+04
2.433333333333333126e+00,2.166644750000000204e+04
2.466666666666666785e+00,1.889977564529531810e+04
2.500000000000000000e+00,1.805369339421112454e+04
2.533333333333333215e+00,2.166644750000000204e+04
2.566666666666666430e+00,1.917125810289786023e+04
2.600000000000000089e+00,1.581437602148832229e+04
2.633333333333333304e+00,2.166644750000000204e+04
2.666666666666666519e+00,1.884089320614663666e+04
2.700000000000000178e+00,1.611524877285547700e+04
2.733333333333333393e+00,2.166644750000000204e+04
2.766666666666666607e+00,1.792026676643426254e+04
2.799999999999999822e+00,1.228859762159751335e+04
2.833333333333333481e+00,2.166644750000000204e+04
2.866666666666666696e+00,1.826395233976645613e+04
2.899999999999999911e+00,1.304909598673382061e+04
2.933333333333333126e+00,2.166644750000000204e+04
2.966666666666666785e+00,1.764851373350901486e+04
3.000000000000000000e+00,1.715875462103169775e+04
3.033333333333333215e+00,2.166644750000000204e+04
3.066666666666666430e+00,1.850947147133395993e+04
3.100000000000000089e+00,1.918522544257748086e+04
3.133333333333333304e+00,2.166644750000000204e+04
3.166666666666666519e+00,1.880019329486247807e+04
3.200000000000000178e+00,1.888550527528187740e+04
3.233333333333333393e+00,2.166644750000000204e+04
3.266666666666666607e+00,1.562935097470246728e+04
3.299999999999999822e+00,1.538036034111272966e+04
3.333333333333333481e+00,2.166644750000000204e+04
3.366666666666666696e+00,1.631081690234421330e+04
3.399999999999999911e+00,1.497675155916462427e+04
3.433333333333333126e+00,2.166644750000000204e+04
3.466666666666666785e+00,1.656253472691549541e+04
3.500000000000000000e+00,1.880802719937752408e+04
3.533333333333333215e+00,2.166644750000000204e+04
3.566666666666666430e+00,1.898350591656984398e+04
3.600000000000000089e+00,1.904398041056840520e+04
