0.000000000000000000e+00,-6.045261650009614574e-01
3.333333333333333287e-02,2.659404532608592442e-01
6.666666666666666574e-02,-3.453631899053038468e-01
1.000000000000000056e-01,-4.307320870426292053e-02
1.333333333333333315e-01,-3.483382875040956783e-01
1.666666666666666574e-01,-2.117159511162371721e-01
2.000000000000000111e-01,-2.607705165452415264e-01
2.333333333333333370e-01,-1.224986509092011872e-01
2.666666666666666630e-01,-1.813977112309009959e-02
2.999999999999999889e-01,-9.330787946121812948e-03
3.333333333333333148e-01,3.012633584847320550e-02
3.666666666666666408e-01,4.233780522607909214e-02
4.000000000000000222e-01,1.249516684351211909e-01
4.333333333333333481e-01,1.241210988574688590e-01
4.666666666666666741e-01,2.891342669333622079e-02
5.000000000000000000e-01,1.239392246583363860e-01
5.333333333333333259e-01,8.617806640062471157e-02
5.666666666666666519e-01,3.912510932952640436e-02
5.999999999999999778e-01,8.689549766717136192e-02
6.333333333333333037e-01,6.965801835021670496e-02
6.666666666666666297e-01,7.066179416428707005e-02
6.999999999999999556e-01,1.297434633927500511e-02
7.333333333333332815e-01,1.492011012827076655e-01
7.666666666666666075e-01,5.507644835776487335e-02
8.000000000000000444e-01,-7.489156126802933022e-03
8.333333333333333703e-01,-2.988792310314605056e-04
8.666666666666666963e-01,3.278553818943802985e-03
9.000000000000000222e-01,-4.389566965223461875e-02
9.333333333333333481e-01,3.178088319978538551e-02
9.666666666666666741e-01,-1.132934329638806553e-02
1.000000000000000000e+00,5.057834762150963809e-02
1.033333333333333215e+00,7.199045698404585303e-02
1.066666666666666652e+00,2.477278864930101271e-02
1.100000000000000089e+00,6.474967214986991626e-02
1.133333333333333304e+00,1.273605324981647025e-01
1.166666666666666741e+00,-3.661951743655272179e-02
1.199999999999999956e+00,-7.248605039650668491e-02
1.233333333333333393e+00,-2.768466340921432178e-01
1.266666666666666607e+00,-3.442386671730083836e-01
1.300000000000000044e+00,-2.754251693517166255e-01
1.333333333333333259e+00,-2.980460780231297124e-01
1.366666666666666696e+00,-2.983319500143626901e-01
1.399999999999999911e+00,-1.774460085929637221e-01
1.433333333333333348e+00,-2.812548620634337110e-02
1.466666666666666563e+00,-2.805249620035642558e-02
1.500000000000000000e+00,-1.005044228307179210e-01
1.533333333333333215e+00,7.357595517236593941e-02
1.566666666666666652e+00,1.055988763064660968e-01
1.600000000000000089e+00,2.440150506016932896e-01
1.633333333333333304e+00,2.866796841606655821e-01
1.666666666666666741e+00,3.151064358743945748e-01
1.699999999999999956e+00,4.162324613752320657e-01
